uniprot	Xexp_1	Xexp_2	XNlim_1	XNlim_2	Aexp_1	Aexp_2	ANlim_1	ANlim_2	GexpUrea_1	GexpUrea_2	GNlimUrea_1	GNlimUrea_2
M7WEF4		4.71E-07	1.82E-07	1.59E-07	2.97E-07	3.13E-07	1.77E-07	1.29E-07	3.63E-07	4.11E-07	2.08E-07	1.69E-07
M7WP48	4.39E-08	1.02E-07	6.50E-08	4.84E-08	7.79E-08	6.84E-08	5.07E-08	5.43E-08	1.51E-07	1.28E-07	9.43E-08	6.80E-08
M7XJ50	8.09E-08	9.26E-08		3.56E-08	5.74E-08		4.67E-08	4.51E-08	1.38E-07	1.23E-07	4.30E-08	3.42E-08
M7WWR4	2.14E-08	4.31E-08	2.25E-08	5.25E-08	5.33E-08	4.63E-08	4.12E-08	4.68E-08	1.00E-07	9.75E-08	6.60E-08	4.82E-08
M7WUM3	8.15E-08	6.61E-08	5.10E-08	5.48E-08	4.26E-08	2.96E-08	2.97E-08	2.78E-08	6.94E-08	6.79E-08	7.35E-08	6.02E-08
M7XH05	2.55E-07	2.31E-07		1.24E-07	2.41E-07	2.70E-07	1.38E-07	1.56E-07	5.99E-07	5.87E-07	1.38E-07	1.08E-07
M7X5A8		8.30E-08		1.00E-07	5.70E-08	7.14E-08	6.27E-08	5.88E-08			1.15E-07	9.93E-08
M7XS16	5.05E-08	6.51E-08	9.09E-08	1.66E-07	1.67E-07	1.48E-07	6.74E-08	6.52E-08	2.95E-08		1.86E-07	1.11E-07
M7X150	4.61E-07	3.73E-07	3.76E-07	2.67E-07	8.13E-07	1.01E-06	3.16E-07	3.13E-07	8.57E-07	7.56E-07	5.41E-07	3.95E-07
M7X7X8	1.72E-07	1.37E-07	8.28E-08	8.84E-08	1.43E-07	1.81E-07	1.02E-07	1.11E-07	1.77E-07	1.63E-07	1.13E-07	9.84E-08
M7WHI3	8.13E-08	1.10E-07		5.65E-08	4.65E-08	5.38E-08	4.24E-08	4.21E-08	1.11E-07	1.21E-07	3.92E-08	4.69E-08
M7WX10	4.19E-07	4.32E-07	1.79E-07	2.03E-07	2.84E-07	2.60E-07	1.94E-07	1.72E-07	4.38E-07	3.94E-07	2.27E-07	1.71E-07
M7X011	1.01E-07	1.88E-07	1.38E-07	1.77E-07	3.86E-07	3.97E-07	1.98E-07	1.90E-07	5.92E-07	7.14E-07	1.51E-07	2.10E-07
M7X373		2.94E-08		1.48E-08	4.72E-08	4.89E-08	3.26E-08	2.50E-08		7.96E-08	2.52E-08	2.16E-08
M7X5N2	5.08E-07	4.90E-07	2.36E-07	1.83E-07	3.03E-07	3.11E-07	1.44E-07	1.83E-07	3.07E-07	2.93E-07	3.44E-07	3.02E-07
M7XUR8		4.85E-08		2.36E-08	6.29E-08	6.41E-08	2.75E-08	3.87E-08			4.70E-08	3.35E-08
M7WX36	2.85E-07	2.93E-07		9.11E-08	8.57E-07		4.01E-07	3.00E-07		9.82E-07	2.65E-07	2.66E-07
M7WZ39	8.55E-08	7.43E-08		5.91E-08	5.91E-08	8.42E-08	7.88E-08	7.05E-08	6.51E-08	6.27E-08	5.71E-08	3.99E-08
M7XWN0	2.96E-07			2.01E-07	8.13E-07	8.09E-07	5.28E-07	1.67E-07	1.03E-06	1.00E-06	1.92E-07	
M7XG60	1.89E-08	2.93E-08	9.59E-09	1.27E-08	1.82E-08	1.67E-08	9.65E-09	9.29E-09	3.08E-08	2.77E-08	1.17E-08	8.93E-09
M7X787	2.15E-07	1.90E-07		1.99E-07	1.47E-07	2.18E-07	1.79E-07				2.60E-07	2.38E-07
M7XHV2	2.82E-08	3.76E-08	2.07E-08	2.29E-08	3.60E-08	7.86E-08	3.52E-08		2.58E-07	2.69E-07	4.06E-08	3.96E-08
M7WXH5	1.21E-07	1.31E-07	6.35E-08	6.57E-08	1.11E-07	9.95E-08	8.09E-08	7.08E-08	1.69E-07	1.78E-07	6.82E-08	4.99E-08
M7WPS8	2.73E-08	4.50E-08	5.79E-08	5.31E-08		1.40E-08	1.16E-08	1.20E-08			4.47E-08	3.84E-08
M7XFG5		1.45E-07		8.03E-08		6.78E-08		2.06E-08	2.84E-07	5.69E-07	6.58E-08	3.14E-08
M7WK93			6.77E-08		2.85E-07	3.64E-07	2.41E-07	1.81E-07		3.77E-07	1.83E-07	1.69E-07
M7X5S3		7.96E-07	2.47E-07	2.48E-07		8.87E-07	1.25E-07	6.63E-07	1.54E-06	1.31E-06	4.94E-07	7.13E-08
M7XK71	9.76E-08	1.01E-07	4.52E-08	5.56E-08	8.41E-08	8.18E-08	4.91E-08	3.11E-08	1.58E-07	8.85E-08	5.65E-08	6.36E-08
M7WUB7	7.02E-08			4.56E-08	5.13E-08	4.02E-08	5.90E-08	4.60E-08	4.69E-08	5.25E-08	8.59E-08	7.61E-08
M7X252		1.69E-07	1.48E-07	1.40E-07	3.00E-07	3.13E-07	2.09E-07	1.53E-07	5.98E-07	6.18E-07	2.01E-07	1.98E-07
M7WVA2				1.29E-08	5.62E-08	4.24E-08	2.83E-08	4.72E-08				1.23E-09
M7XY08	1.85E-07	6.50E-08	6.95E-08	6.74E-08	7.81E-08	1.16E-07	6.63E-08	6.39E-08	1.49E-07	1.56E-07	6.81E-08	4.62E-08
M7WLU4		1.21E-07		4.39E-08	1.11E-07	1.11E-07	5.78E-08	5.75E-08	1.94E-07		5.85E-08	4.43E-08
M7WN19	7.05E-08		6.44E-08	7.63E-08	8.01E-08	8.95E-08	8.89E-08	5.88E-08	1.70E-07	1.32E-07	1.06E-07	7.83E-08
M7XES2		3.56E-07	1.46E-07	1.47E-07	1.80E-07	1.95E-07	1.16E-07	9.93E-08		2.32E-07	1.12E-07	9.04E-08
M7X374	2.20E-07	2.81E-07	1.28E-07	1.48E-07	1.35E-07	1.64E-07	1.96E-07	1.32E-07	2.95E-07		2.15E-07	1.61E-07
M7WYG5	1.42E-07	1.41E-07	3.43E-08	2.77E-08	1.10E-07	1.41E-07	7.35E-08	6.24E-08			3.86E-08	2.15E-08
M7Y051		3.39E-08	7.50E-08	1.01E-07	7.32E-08	7.34E-08	6.87E-08	6.46E-08	1.64E-07	2.05E-07	9.36E-08	1.02E-07
M7X774	1.92E-07	1.80E-07	8.19E-08	6.56E-08	2.73E-07	2.70E-07	1.38E-07	1.11E-07	1.56E-07	1.51E-07	8.90E-08	9.41E-08
M7XP16	1.08E-07	1.14E-07	5.70E-08	5.61E-08	5.35E-08	6.83E-08	4.80E-08	4.31E-08	9.65E-08	9.26E-08	6.31E-08	5.72E-08
M7XMF3	6.06E-08	6.48E-08	4.99E-08	5.43E-08	7.10E-08	7.05E-08	4.49E-08	4.76E-08	1.74E-07	2.09E-07	8.41E-08	5.75E-08
M7X6U9		6.45E-08	5.74E-08	3.18E-08	4.36E-08	5.88E-08	3.90E-08	2.84E-08	1.44E-07	7.56E-08	4.48E-08	
M7XCW0	8.25E-08	2.59E-08	3.51E-08	4.39E-08	5.38E-08	7.83E-08	5.68E-08	3.25E-08	9.28E-08	8.45E-08	3.71E-08	2.75E-08
M7XAE7	2.27E-07	2.16E-07	4.01E-07	3.25E-07	1.92E-07	1.69E-07	2.47E-07	2.25E-07	8.81E-07	7.39E-07	5.81E-07	6.04E-07
M7WMS1		4.19E-08	7.67E-08	4.44E-08		5.70E-08	7.98E-08	4.62E-08	7.17E-08	5.80E-08	6.39E-08	5.74E-08
M7X0B3	1.03E-07	1.22E-07	2.03E-08	1.77E-08	4.63E-08	4.89E-08	3.05E-08	2.68E-08	1.03E-07	1.23E-07	2.07E-08	1.69E-08
M7WQ81	6.35E-08		6.07E-08	6.23E-08	1.80E-07	1.52E-07	1.31E-07	9.56E-08	2.85E-07	3.07E-07	7.20E-08	7.66E-08
M7XG56	3.05E-07	3.21E-07		1.01E-07	3.23E-07	4.41E-07	2.65E-07	4.35E-08	5.15E-07	5.86E-07	1.16E-07	1.27E-07
M7X1D8	2.05E-07	1.15E-07	1.15E-07	1.40E-07	1.29E-07	1.32E-07	7.34E-08	7.34E-08	2.23E-07	1.04E-07	1.18E-07	7.30E-08
M7XDH3	9.75E-08	1.62E-07		4.66E-08	7.89E-08	8.57E-08	5.06E-08	4.86E-08	1.91E-07	1.57E-07	5.22E-08	3.59E-08
M7WR49	2.20E-07	2.26E-07		1.26E-07	2.18E-07	2.23E-07	1.65E-07	1.63E-07	3.59E-07	3.55E-07	1.52E-07	1.80E-07
M7X450	2.99E-08	2.59E-08		3.87E-09	7.50E-08	8.36E-08	3.82E-08	2.72E-08		2.91E-08		4.26E-09
M7X4E8			1.20E-07	1.32E-07		1.10E-07		3.81E-08			6.81E-08	
M7WLH8		9.43E-08		6.45E-08	1.47E-07	1.84E-07	1.07E-07	1.24E-07	1.31E-07	1.30E-07	1.15E-07	1.19E-07
M7XGA7		2.53E-07	1.78E-07	1.49E-07	3.02E-07	2.61E-07	1.70E-07	1.43E-07		2.40E-07	2.03E-07	1.55E-07
M7WNL0	1.98E-07	2.49E-07	3.38E-07	2.61E-07	6.11E-08	7.28E-08	1.07E-07	7.49E-08	1.89E-07	1.93E-07	1.94E-07	2.60E-07
M7XYS1	1.43E-07	1.46E-07	3.71E-08	2.70E-08		4.88E-08	3.55E-08	2.60E-08	9.24E-08	1.01E-07	1.70E-08	4.83E-08
M7WT69	4.49E-07	4.18E-07	8.33E-08	1.21E-07	1.06E-07	1.25E-07	1.09E-07	9.76E-08	2.96E-07	2.90E-07	7.69E-08	1.09E-07
M7WK28	1.26E-07	9.13E-08	9.56E-08	7.37E-08	8.86E-08	9.82E-08	7.04E-08	6.49E-08	1.50E-07	1.62E-07	8.12E-08	7.09E-08
M7WMB2	1.31E-07			3.95E-08	1.12E-07	1.31E-07	6.58E-08	4.75E-08	1.14E-07		5.69E-08	3.52E-08
M7X7U0		8.69E-08		4.02E-08	5.16E-08	1.25E-07	3.06E-08	4.80E-08	1.76E-07	1.56E-07	3.77E-08	3.32E-08
M7X924		2.12E-07		1.24E-07	2.64E-07	2.77E-07	1.62E-07	1.62E-07			1.61E-07	1.41E-07
M7XFN9		2.71E-08	1.97E-08	7.48E-09		9.73E-09	1.79E-08	1.53E-08			2.20E-08	1.96E-08
M7XU53				1.20E-08	6.15E-08	6.30E-08	4.41E-08	3.92E-08	7.77E-08	9.00E-08		1.37E-08
M7WWX8	1.04E-07	1.18E-07	4.01E-08	3.94E-08	4.39E-08	1.05E-07	6.43E-08	4.96E-08	1.74E-07	1.75E-07	4.03E-08	4.59E-08
M7WHB3	8.23E-08	6.57E-08	8.72E-08	9.70E-08	2.79E-07	3.16E-07	2.29E-07	1.89E-07	3.98E-07	3.24E-07	1.49E-07	1.52E-07
M7XD73				2.75E-07	2.70E-07	3.65E-07	1.98E-07	1.91E-07			6.60E-07	5.98E-07
M7X5H7	2.97E-07	1.44E-07		7.45E-08	4.79E-08	3.97E-08	5.08E-08	4.81E-08	3.70E-07	3.54E-07	1.30E-07	8.63E-08
M7WWT9	2.80E-07		7.64E-08	1.72E-07	3.18E-07	1.59E-07	4.58E-08	2.27E-07	1.80E-07	1.22E-07	9.35E-08	1.70E-07
M7X693		1.20E-07	1.06E-07	1.19E-07	2.25E-07	2.07E-07	1.51E-07	1.17E-07	3.88E-07	3.57E-07	1.56E-07	1.08E-07
M7X3V1	1.49E-07	1.86E-07		6.14E-08	2.20E-07	1.99E-07	1.23E-07	1.17E-07				
M7WS50	1.56E-07	1.46E-07	3.09E-07	3.19E-07	3.73E-07	3.47E-07	2.66E-07	2.73E-07	3.25E-07	3.27E-07	3.88E-07	2.19E-07
M7WUA2			3.13E-08	5.03E-08	1.89E-07	1.90E-07	1.68E-07	8.21E-08	2.78E-07	2.19E-07	5.04E-08	6.22E-08
M7WTR8	5.46E-07	3.83E-07		6.46E-08	1.15E-07	1.36E-07	9.06E-08	8.34E-08	5.38E-07	2.72E-07	1.03E-07	7.72E-08
M7WWX1	1.33E-07	1.15E-07	8.19E-08	7.99E-08	7.70E-08	8.99E-08		6.99E-08	1.53E-07	1.58E-07	7.99E-08	6.80E-08
M7WVB4	5.56E-08	5.85E-08	3.10E-08	2.56E-08	6.57E-08	5.28E-08	3.49E-08	2.63E-08	1.06E-07	1.19E-07	2.85E-08	2.85E-08
M7XF64		6.60E-07	1.74E-07	1.37E-07	7.30E-07	6.77E-07	4.30E-07	2.45E-07	1.43E-06	1.18E-06	1.67E-07	1.86E-07
M7WZC9		7.60E-08	5.41E-08	3.66E-08	1.21E-07	1.31E-07	8.57E-08	9.72E-08		5.06E-08	5.49E-08	4.87E-08
M7XFR2	3.59E-07	3.14E-07	2.76E-07	2.95E-07	2.33E-07		1.43E-07	1.33E-07			3.24E-07	3.41E-07
M7WLH3	1.03E-07	1.23E-07	2.25E-08	4.20E-08	7.43E-08	7.97E-08	4.79E-08	3.50E-08	1.55E-07	1.39E-07	5.38E-08	4.00E-08
M7X3P7	3.74E-07		1.01E-07	7.92E-08	3.98E-07	1.21E-07	4.72E-08	9.17E-08	3.59E-07	3.48E-07	8.44E-08	8.62E-08
M7XC90		9.59E-08	1.23E-07	1.40E-07	3.46E-07	2.55E-07	1.74E-07	1.21E-07		3.44E-07	1.85E-07	1.20E-07
M7X642	5.92E-08	4.75E-08	2.82E-08	1.50E-08	4.68E-08	3.20E-08	2.60E-08	2.29E-08	1.31E-07	1.30E-07	2.44E-08	2.63E-08
M7X2A3	1.69E-07	1.74E-07	1.21E-07	1.21E-07	1.21E-07	1.07E-07	1.21E-07	1.06E-07			1.42E-07	1.08E-07
M7XIU5	9.13E-08	7.30E-08	8.85E-08	9.42E-08	1.14E-07	1.59E-07	6.78E-08	8.31E-08	2.04E-07	1.99E-07	1.06E-07	7.30E-08
M7WML2	4.85E-08	1.18E-07	7.76E-08	6.85E-08	2.55E-07	2.23E-07	1.42E-07	1.24E-07	3.41E-07	3.11E-07	1.11E-07	
M7XGC1	1.88E-07	2.15E-07		4.66E-08	9.97E-08	9.63E-08	1.05E-07	8.50E-08			1.04E-07	1.03E-07
M7WFG4	1.66E-07	1.42E-07	1.03E-07	9.72E-08	6.79E-08	9.59E-08	6.14E-08	5.55E-08	1.89E-07	1.79E-07	1.08E-07	1.38E-07
M7X6H8		2.33E-07	4.49E-08	6.40E-08		1.96E-07	8.91E-08	7.17E-08	1.81E-07	3.53E-07	4.02E-08	2.90E-08
M7WE57	1.56E-07	1.04E-07	5.15E-08	3.59E-08	6.43E-08	7.68E-08	2.21E-08	2.22E-08	1.76E-07	1.40E-07	3.14E-08	2.82E-08
M7WWB2	2.60E-07	2.48E-07			1.66E-07	1.48E-07	1.08E-07	8.41E-08	3.25E-07	2.79E-07	1.17E-07	1.02E-07
M7X7D0	1.09E-07	8.66E-08	3.91E-08	1.51E-07	5.62E-08	5.60E-08	3.80E-08	4.79E-08	2.35E-07	2.41E-07	2.59E-07	2.59E-07
M7WYU5	2.66E-07	2.35E-07	3.58E-07	2.94E-07	2.44E-07	3.20E-07		1.95E-07	5.53E-07	5.28E-07	2.84E-07	2.44E-07
M7X4H3	1.63E-07	1.68E-07		7.16E-08	8.83E-08	7.90E-08	5.86E-08	5.91E-08	1.72E-07	1.90E-07	6.08E-08	4.53E-08
M7X419	7.33E-08	1.09E-07		6.31E-08	2.45E-07	2.50E-07	1.56E-07	1.21E-07	9.75E-08	9.34E-08	8.41E-08	7.45E-08
M7XUP6				7.94E-08	2.39E-07	2.10E-07	1.99E-07	1.15E-07	2.84E-07	2.02E-07		1.26E-07
M7XFU2	2.04E-07	2.57E-07	8.52E-08	9.10E-08	8.60E-08	1.16E-07	1.22E-07	8.26E-08	2.43E-07	2.16E-07	1.15E-07	8.77E-08
M7XR20				4.03E-08	9.42E-08	1.17E-07	6.64E-08	7.33E-08	1.35E-07		6.61E-08	4.71E-08
M7XRF2		2.63E-07		1.93E-07	1.55E-07	1.26E-07	1.09E-07	9.74E-08			2.27E-07	1.91E-07
M7XKX2	8.08E-08	6.68E-08	3.53E-08	3.88E-08	8.37E-08	7.38E-08	6.17E-08	4.03E-08	9.16E-08	1.02E-07	5.94E-08	5.42E-08
M7XK90	5.05E-08	7.40E-08		2.88E-08	3.60E-08	3.33E-08	3.30E-08	2.10E-08		7.39E-08	5.13E-08	4.11E-08
M7WKJ1	2.88E-07	2.66E-07	1.11E-07	1.04E-07		1.68E-08	6.29E-08				2.48E-08	2.62E-08
M7XP69	6.98E-07	1.39E-07	4.29E-07	4.40E-07	4.74E-07	5.29E-07	4.22E-07	3.64E-07	9.81E-07	8.76E-07	4.22E-07	4.11E-07
M7XLP1		3.30E-07	1.18E-07	1.43E-07	1.74E-07	1.63E-07	9.82E-08	1.18E-07	3.50E-07	3.03E-07	2.60E-07	2.27E-07
M7XBW2	6.65E-08	4.76E-08		3.94E-08	1.82E-08	2.49E-08	1.91E-08	1.52E-08			3.30E-08	
M7WYU3										2.81E-08	3.33E-09	5.21E-09
M7X8H2		1.24E-07	6.39E-08	7.88E-08	9.43E-08	1.11E-07	7.75E-08	6.59E-08	2.03E-07	1.42E-07	9.28E-08	7.18E-08
M7WVJ9		2.55E-07		1.32E-07	1.65E-07	2.45E-07	1.20E-07	1.32E-07			2.64E-07	2.31E-07
M7WKN8	5.07E-08	4.19E-08	4.91E-08	5.99E-08	6.00E-08	6.68E-08	5.73E-08	4.38E-08	1.09E-07	8.76E-08	5.53E-08	4.52E-08
M7XR05	1.28E-07	1.19E-07		3.55E-08	1.60E-07	1.25E-07	4.83E-08	4.67E-08			1.70E-08	3.06E-08
M7XRE2			2.74E-08	3.74E-08	1.53E-07	1.56E-07	6.52E-08	4.38E-08		1.04E-08	2.87E-08	3.44E-08
M7X584	3.30E-07	4.18E-07	1.38E-07	1.02E-07	1.47E-07	2.28E-07	1.65E-07	1.91E-07	4.47E-07	4.02E-07	1.27E-07	9.40E-08
M7WDA2	1.51E-07	1.97E-07		6.42E-08	9.09E-08	1.40E-07	8.15E-08	6.13E-08	1.68E-07	1.73E-07	6.26E-08	6.04E-08
M7WWN7	8.83E-08	8.21E-08	3.30E-08	2.94E-08	5.57E-08	4.54E-08	4.47E-08	3.66E-08	9.14E-08	9.49E-08	3.37E-08	1.86E-08
M7XJ61	1.16E-07			6.23E-08	1.61E-07	1.43E-07	1.05E-07	1.20E-07	2.28E-07			1.12E-07
M7X161		2.05E-07	1.89E-07	1.55E-07	1.98E-07	1.74E-07	1.25E-07	1.18E-07	5.13E-07	3.55E-07	1.46E-07	1.44E-07
M7XWW5	2.26E-07	2.57E-07	9.87E-08	1.23E-07	1.48E-07	5.26E-08	1.18E-07	8.73E-08	1.91E-07	1.99E-07	1.18E-07	1.30E-07
M7XQR9	2.18E-07	1.86E-07	4.86E-08	5.85E-08	2.69E-07	2.50E-07	1.20E-07	1.08E-07	3.62E-07	2.43E-07	6.19E-08	5.00E-08
M7XLF1		5.44E-08		3.28E-08	2.86E-07	2.70E-07	1.12E-07	8.81E-08	3.83E-07	3.30E-07	5.42E-08	6.62E-08
M7X4Q9		8.79E-08	2.77E-08	3.15E-08	6.97E-08	4.82E-08	3.84E-08	4.24E-08	9.65E-08	9.66E-08	4.30E-08	3.57E-08
M7WU30	2.39E-08	2.84E-08	3.02E-08	2.45E-08	2.84E-08	3.24E-08	1.57E-08	2.14E-08	7.35E-08	5.94E-08	2.85E-08	2.07E-08
M7WVG4	6.99E-08	6.05E-08		6.26E-08	5.68E-08	6.08E-08	4.80E-08	4.39E-08	1.27E-07	1.36E-07	6.77E-08	6.23E-08
M7X4T1		3.33E-07	1.70E-07	1.82E-07	3.63E-07	1.94E-07	1.19E-07	1.20E-07	2.31E-07		1.86E-07	2.02E-07
M7WWJ9		8.06E-08		7.90E-08	2.32E-07	3.01E-07	1.32E-07	8.20E-08	8.40E-09	9.86E-09	8.62E-08	6.67E-08
M7XFW0		1.84E-07	6.17E-08	5.83E-08		6.47E-08	4.00E-08	4.52E-08	1.41E-07	1.28E-07	9.71E-08	5.91E-08
M7X8L9		4.32E-07		2.82E-07	1.09E-07	1.76E-07	6.66E-08	9.49E-08			6.37E-08	6.59E-08
M7X0L1	3.77E-07	3.13E-07	1.21E-07	1.27E-07	5.17E-07	5.28E-07	2.56E-07	2.12E-07	6.57E-07	6.79E-07	1.73E-07	1.30E-07
M7XFW7	2.31E-07	1.73E-07		2.15E-07	1.83E-07	2.25E-07	1.77E-07	1.26E-07	3.51E-07	3.62E-07	2.09E-07	1.79E-07
M7X5A1	1.48E-07	1.55E-07	1.04E-07	1.30E-07	1.04E-07		8.31E-08	6.05E-08	2.69E-07	2.46E-07	1.06E-07	7.11E-08
M7X4L2	9.36E-08	9.81E-08	2.21E-08	2.49E-08	9.54E-08	1.11E-07	5.76E-08	5.12E-08	1.39E-07	1.44E-07	3.92E-08	2.99E-08
M7XGD6		4.17E-08	4.34E-08	2.69E-08		3.42E-08	2.63E-08	2.59E-08	2.99E-08		4.70E-08	4.15E-08
M7WKX6	6.36E-08	8.72E-08	3.07E-08	3.22E-08	4.40E-08	6.02E-08	4.19E-08	2.87E-08	2.67E-08		3.33E-08	1.57E-08
M7XI47	2.27E-07		6.72E-08		2.99E-07	2.93E-07	1.36E-07		3.17E-07	3.68E-07		
M7WEX1	2.10E-07	1.61E-07	6.49E-08	4.51E-08	5.59E-08	9.55E-08	5.66E-08		6.64E-08	1.03E-07	6.35E-08	4.93E-08
M7X5Y3	4.80E-08		7.99E-08	7.21E-08	1.15E-07	1.04E-07	7.93E-08	6.63E-08	2.98E-07		9.28E-08	6.96E-08
M7WZR8	1.64E-07	1.52E-07	1.85E-07	1.84E-07	7.90E-08	1.32E-07	1.12E-07	1.48E-07	2.13E-07	1.73E-07	1.56E-07	2.12E-07
M7X3H1						1.68E-09						
M7WPP9	1.95E-07	1.73E-07	8.29E-08	6.35E-08	1.18E-07	1.15E-07	9.35E-08	6.96E-08	2.09E-07	1.91E-07	9.20E-08	9.88E-08
M7XVG3	2.83E-07	3.96E-07		1.16E-07	2.82E-07	2.20E-07	2.54E-07	1.59E-07	2.85E-07	2.67E-07	1.92E-07	1.52E-07
M7X9K0		3.15E-07		2.52E-07	3.61E-07	2.87E-07	2.11E-07	4.72E-07	4.07E-07		1.96E-07	1.84E-07
M7WSJ5		1.96E-07		2.78E-08	1.53E-07	2.08E-07	6.15E-08				5.78E-08	4.04E-08
M7WSM5	2.93E-08	2.17E-08	2.41E-08	2.37E-08	3.41E-08	2.99E-08	2.12E-08	2.51E-08	8.47E-08	1.21E-07	2.89E-08	2.69E-08
M7XD41		3.90E-08	3.88E-08	4.36E-08	1.67E-07	1.50E-07	9.72E-08	9.94E-08	2.23E-07	2.00E-07	9.03E-08	9.40E-08
M7WQ06					4.88E-08	5.63E-08	3.27E-08	2.33E-08	4.03E-08	4.50E-08	1.14E-08	
M7X6P8	4.60E-08	5.20E-08	4.46E-08	3.34E-08	3.94E-08	5.64E-08	4.50E-08	3.28E-08	1.14E-07	1.16E-07	7.01E-08	6.71E-08
M7X101	9.26E-08	1.09E-07		5.02E-08	1.42E-07	9.50E-08	4.63E-08	4.32E-08	2.32E-07		9.07E-08	7.21E-08
M7XDG5	1.50E-07	1.58E-07	5.93E-08	5.13E-08	9.03E-08	1.05E-07	5.72E-08	5.91E-08	1.63E-07	1.57E-07	6.26E-08	5.10E-08
M7WQC8		1.68E-07		1.42E-07	1.02E-07	9.24E-08	7.09E-08	6.51E-08			1.10E-07	
M7X8T9	4.97E-08	6.02E-08		3.22E-08	3.44E-08	4.04E-08	2.80E-08	2.78E-08	6.76E-08	6.14E-08	3.30E-08	2.96E-08
M7WM95				4.46E-08	1.57E-07	1.11E-07	8.25E-08	5.46E-08	2.90E-07	3.16E-07	1.03E-07	7.89E-08
M7WM84	1.67E-07	1.52E-07		1.19E-07	1.24E-07	1.54E-07	1.24E-07	1.21E-07			9.73E-08	1.16E-07
M7WW43	5.09E-08	4.91E-08		3.36E-08	5.73E-08	7.27E-08	4.89E-08		5.73E-08		4.29E-08	3.73E-08
M7XSV6	1.31E-07	1.43E-07	3.17E-08	3.43E-08	1.78E-07	1.59E-07	7.23E-08	5.74E-08	1.74E-07	1.77E-07		2.84E-08
M7XNS0		9.80E-08		1.09E-07	1.64E-07	1.43E-07	9.69E-08	1.15E-07			8.60E-08	8.15E-08
M7WQT7	3.37E-08	6.11E-08		3.47E-08	6.44E-08	8.31E-08	3.23E-08	3.59E-08	8.38E-08	8.46E-08	4.26E-08	2.79E-08
M7WIM5	2.11E-08	1.24E-08		2.25E-08	1.60E-08	2.11E-08	2.17E-08	1.34E-08	3.90E-08	3.58E-08	3.22E-08	2.71E-08
M7WTF9			5.42E-08	6.01E-08	6.41E-08	5.20E-08	4.09E-08	4.06E-08	1.36E-07	1.37E-07	6.46E-08	6.85E-08
M7X0S4	4.00E-08	3.25E-08	3.64E-08	4.68E-08	5.50E-08	2.64E-08	2.96E-08		9.98E-08	7.92E-08	5.50E-08	4.78E-08
M7WVV2	3.29E-07	2.67E-07	5.67E-08	1.17E-07	1.30E-07	1.82E-07	1.28E-07	1.02E-07	4.24E-07	4.38E-07	5.86E-08	1.21E-07
M7XP63				7.70E-08	1.09E-07	1.19E-07	9.21E-08	7.26E-08	1.63E-07	1.28E-07	9.50E-08	8.12E-08
M7WXL3	4.72E-08	6.20E-08	1.70E-08	1.16E-08	1.91E-08	2.11E-08	2.13E-08	2.04E-08	4.95E-08	6.16E-08	2.36E-08	2.02E-08
M7X1K9	9.32E-08	1.03E-07	3.69E-08	3.48E-08	8.45E-08	6.01E-08	4.13E-08	4.01E-08	1.18E-07	1.13E-07	4.02E-08	6.70E-08
M7X2D3			4.76E-08	4.29E-08	4.31E-08	6.44E-08		3.42E-08	8.99E-08	6.85E-08	6.17E-08	3.92E-08
M7X2E6		2.21E-07	6.07E-08	4.96E-08	1.06E-07	1.50E-07				1.53E-07	6.92E-08	4.54E-08
M7X6M8	2.21E-07	2.60E-07		2.25E-07	3.68E-07	3.11E-07	1.59E-07	1.84E-07	1.43E-06	9.94E-07	2.77E-07	2.14E-07
M7WUB4	3.97E-08	5.02E-08	4.25E-08	3.73E-08	3.59E-08	5.21E-08	3.57E-08	2.94E-08	9.50E-08	9.70E-08	3.16E-08	3.24E-08
M7XTX7	9.30E-08	1.05E-07	3.13E-08	3.00E-08	7.68E-08	5.08E-08	3.58E-08	2.82E-08	9.29E-08	9.91E-08	3.41E-08	2.86E-08
M7XMS4	1.62E-05	1.11E-05		9.46E-06	1.99E-05	9.36E-06	1.19E-05	7.79E-06	0.000247843	4.19E-05	1.51E-05	1.05E-05
M7WGY5	1.24E-07	8.11E-08	1.06E-07	7.49E-08	1.18E-07	1.23E-07	8.92E-08	7.12E-08	2.10E-07	2.34E-07	8.85E-08	5.01E-08
M7XKS3		1.53E-07		1.05E-07	5.06E-08	5.53E-08		4.52E-08			1.04E-07	9.04E-08
M7Y037	4.60E-07	4.76E-07		2.13E-07	4.15E-07	3.21E-07	1.66E-07	3.26E-08			3.82E-07	3.44E-07
M7WV33		4.36E-08	2.56E-08	3.49E-08	1.47E-08	1.77E-08	2.05E-08	1.90E-08	3.87E-08	3.94E-08	3.41E-08	2.51E-08
M7WR06		1.30E-07	5.25E-08	4.53E-08	6.63E-08	7.89E-08	5.67E-08	4.79E-08	1.29E-07	1.24E-07	6.51E-08	5.04E-08
M7XLG2	6.28E-08	6.21E-08		1.29E-08	4.38E-08	3.31E-08	1.49E-08	1.46E-08	1.27E-07	1.01E-07	1.06E-08	9.43E-09
M7X6P2		4.35E-07	1.57E-07	1.93E-07	2.43E-07	2.64E-07	1.17E-07				2.09E-07	8.80E-08
M7XY30	1.10E-07	5.17E-08	1.48E-07			1.59E-07	9.31E-08	9.63E-08	2.87E-07	2.59E-07		1.33E-07
